Hãng_Mẫu,Năm_SX,Giá_Triệu,Địa_Điểm,Chuỗi_Gốc,Số_KM
Kia Soluto,2021.0,250,Quảng Ngãi,Ban xe oto cu Kia Soluto 2021 1.4 MT Deluxe gia 250 Triệu - Quảng Ngãi,140000.0
Kia Carnival,2024.0,1099,Hà Nội,Ban xe oto cu Kia Carnival 2024 Luxury 2.2D gia 1 Tỷ 99 Triệu - Hà Nội,
Lexus LM,2021.0,4850,Đà Nẵng,Ban xe oto cu Lexus LM 2021 350 gia 4 Tỷ 850 Triệu - Đà Nẵng,40000.0
Hyundai Accent,2022.0,435,Hà Nội,Ban xe oto cu Hyundai Accent 2022 1.4 AT Đặc Biệt gia 435 Triệu - Hà Nội,60000.0
Ford Everest,2025.0,1310,Hà Nội,Ban xe oto Ford Everest 2025 Titanium Plus 2.0L 4x4 AT gia 1 Tỷ 310 Triệu - Hà Nội,
Ford Ranger,2025.0,655,Hà Nội,Ban xe oto cu Ford Ranger 2025 XLS 2.0L 4x2 AT gia 655 Triệu - Hà Nội,7000.0
Mercedes Benz S class,2015.0,1145,Hà Nội,Ban xe oto cu Mercedes Benz S class 2015 S500L gia 1 Tỷ 145 Triệu - Hà Nội,
Ford Territory,2024.0,805,Hà Nội,Ban xe oto cu Ford Territory 2024 Titanium X 1.5 AT gia 805 Triệu - Hà Nội,39000.0
Ford Ranger,2026.0,860,Hà Nội,Ban xe oto Ford Ranger 2026 Wildtrak 2.0L 4x4 AT gia 860 Triệu - Hà Nội,
Porsche Macan,2017.0,1499,TP HCM,Ban xe oto cu Porsche Macan 2017 2.0 gia 1 Tỷ 499 Triệu - TP HCM,97000.0
Kia Sonet,2023.0,515,Hà Nội,Ban xe oto cu Kia Sonet 2023 Luxury 1.5 AT gia 515 Triệu - Hà Nội,50000.0
Mitsubishi Outlander,2020.0,579,Hà Nội,Ban xe oto cu Mitsubishi Outlander 2020 2.0 CVT gia 579 Triệu - Hà Nội,90000.0
Hyundai SantaFe,2022.0,1038,Hà Nội,Ban xe oto cu Hyundai SantaFe 2022 Cao cấp 2.5L HTRAC gia 1 Tỷ 38 Triệu - Hà Nội,50000.0
Mazda 6,2021.0,655,Hà Nội,Ban xe oto cu Mazda 6 2021 Premium 2.0 AT gia 655 Triệu - Hà Nội,40000.0
Hyundai Custin,2024.0,879,Hà Nội,Ban xe oto cu Hyundai Custin 2024 Cao Cấp 2.0T gia 879 Triệu - Hà Nội,20000.0
VinFast Fadil,2021.0,299,Hà Nội,Ban xe oto cu VinFast Fadil 2021 1.4 AT gia 299 Triệu - Hà Nội,
Hyundai SantaFe,2021.0,1038,Hà Nội,Ban xe oto cu Hyundai SantaFe 2021 Cao cấp 2.2L HTRAC gia 1 Tỷ 38 Triệu - Hà Nội,70000.0
Ford Ranger,2023.0,789,Hà Nội,Ban xe oto cu Ford Ranger 2023 Wildtrak 2.0L 4x4 AT gia 789 Triệu - Hà Nội,
Ford Ranger,2026.0,915,TP HCM,Ban xe oto Ford Ranger 2026 Wildtrak 2.0L 4x4 AT gia 915 Triệu - TP HCM,
VinFast VF5,2026.0,430,Hà Nội,Ban xe oto VinFast VF5 2026 Plus gia 430 Triệu - Hà Nội,
Hyundai SantaFe,2021.0,990,Quảng Ninh,Ban xe oto cu Hyundai SantaFe 2021 Cao cấp 2.2L HTRAC gia 990 Triệu - Quảng Ninh,80000.0
Kia Seltos,2023.0,598,Hà Nội,Ban xe oto cu Kia Seltos 2023 Luxury 1.4 AT gia 598 Triệu - Hà Nội,30000.0
Toyota Innova,2026.0,825,Hà Nội,Ban xe oto Toyota Innova 2026 Cross 2.0 CVT gia 825 Triệu - Hà Nội,
MG 7,2024.0,670,TP HCM,Ban xe oto cu MG 7 2024 1.5T Luxury gia 670 Triệu - TP HCM,7000.0
Toyota Corolla altis,2009.0,258,Hà Nội,Ban xe oto cu Toyota Corolla altis 2009 1.8E AT gia 258 Triệu - Hà Nội,85000.0
Mazda 6,2025.0,750,TP HCM,Ban xe oto cu Mazda 6 2025 Luxury 2.0 AT gia 750 Triệu - TP HCM,14000.0
Honda City,2019.0,380,Hà Nội,Ban xe oto cu Honda City 2019 1.5TOP gia 380 Triệu - Hà Nội,93000.0
Ford Tourneo,2019.0,590,Hà Nội,Ban xe oto cu Ford Tourneo 2019 Titanium 2.0 AT gia 590 Triệu - Hà Nội,
VinFast Fadil,2021.0,290,Hòa Bình,Ban xe oto cu VinFast Fadil 2021 1.4 AT gia 290 Triệu - Hòa Bình,60000.0
Toyota Innova,2017.0,415,Đăk Lăk,Ban xe oto cu Toyota Innova 2017 2.0E gia 415 Triệu - Đăk Lăk,
Kia Morning,2013.0,140,Quảng Ninh,Ban xe oto cu Kia Morning 2013 Van 1.0 AT gia 140 Triệu - Quảng Ninh,
VinFast EC Van,2026.0,279,Hà Nội,Ban xe oto VinFast EC Van 2026 AT gia 279 Triệu - Hà Nội,
Peugeot 3008,2021.0,650,TP HCM,Ban xe oto cu Peugeot 3008 2021 Allure 1.6 AT gia 650 Triệu - TP HCM,20000.0
Hyundai i10,2014.0,125,Thái Nguyên,Ban xe oto cu Hyundai i10 2014 Grand 1.0 MT Base gia 125 Triệu - Thái Nguyên,200000.0
Toyota Innova,2017.0,368,Hà Nội,Ban xe oto cu Toyota Innova 2017 2.0E gia 368 Triệu - Hà Nội,98000.0
Mazda CX5,2019.0,579,Tuyên Quang,Ban xe oto cu Mazda CX5 2019 2.0 Premium gia 579 Triệu - Tuyên Quang,98700.0
LandRover Range Rover,2014.0,1950,TP HCM,Ban xe oto cu LandRover Range Rover 2014 HSE 3.0 gia 1 Tỷ 950 Triệu - TP HCM,
Lexus NX,2017.0,1500,TP HCM,Ban xe oto cu Lexus NX 2017 300 gia 1 Tỷ 500 Triệu - TP HCM,90000.0
BMW 3 Series,2015.0,420,Hà Nội,Ban xe oto cu BMW 3 Series 2015 320i gia 420 Triệu - Hà Nội,90000.0
Hyundai SantaFe,2022.0,1060,Hà Nội,Ban xe oto cu Hyundai SantaFe 2022 Cao cấp 2.5L HTRAC gia 1 Tỷ 60 Triệu - Hà Nội,37000.0
Toyota Yaris,2014.0,320,Vĩnh Phúc,Ban xe oto cu Toyota Yaris 2014 1.3G gia 320 Triệu - Vĩnh Phúc,75000.0
VinFast VF8,2023.0,660,Hà Nội,Ban xe oto cu VinFast VF8 2023 Eco AWD gia 660 Triệu - Hà Nội,49000.0
VinFast VF8,2024.0,966,Ninh Bình,Ban xe oto cu VinFast VF8 2024 Plus AWD gia 966 Triệu - Ninh Bình,
Ford Ranger,2026.0,800,Hà Nội,Ban xe oto Ford Ranger 2026 Wildtrak 2.0L 4x4 AT gia 800 Triệu - Hà Nội,
BMW Z4,2023.0,2599,Hà Nội,Ban xe oto cu BMW Z4 2023 sDrive20i M Sport gia 2 Tỷ 599 Triệu - Hà Nội,6000.0
Kia Carnival,2022.0,1199,TP HCM,Ban xe oto cu Kia Carnival 2022 Signature 2.2D gia 1 Tỷ 199 Triệu - TP HCM,39000.0
Honda City,2019.0,385,Hà Nội,Ban xe oto cu Honda City 2019 1.5 gia 385 Triệu - Hà Nội,50000.0
Kia Sorento,2014.0,479,Bình Dương,Ban xe oto cu Kia Sorento 2014 DATH 2.2L 2WD gia 479 Triệu - Bình Dương,56000.0
Toyota Fortuner,2016.0,475,Hà Nội,Ban xe oto cu Toyota Fortuner 2016 2.7V 4X2 AT gia 475 Triệu - Hà Nội,120000.0
Toyota Prado,2016.0,1280,TP HCM,Ban xe oto cu Toyota Prado 2016 TXL 2.7L gia 1 Tỷ 280 Triệu - TP HCM,68853.0
Kia Morning,2013.0,239,Hải Phòng,Ban xe oto cu Kia Morning 2013 1.0 AT Sport gia 239 Triệu - Hải Phòng,100000.0
Kia Carnival,2022.0,1199,Hà Nội,Ban xe oto cu Kia Carnival 2022 Signature 2.2D gia 1 Tỷ 199 Triệu - Hà Nội,39000.0
Mazda 6,2014.0,355,Hà Nội,Ban xe oto cu Mazda 6 2014 2.0 AT gia 355 Triệu - Hà Nội,106000.0
Toyota Fortuner,2024.0,990,Hà Nội,Ban xe oto cu Toyota Fortuner 2024 2.4L 4x2 AT gia 990 Triệu - Hà Nội,
Ford Transit,2020.0,468,Hà Nội,Ban xe oto cu Ford Transit 2020 Luxury gia 468 Triệu - Hà Nội,100000.0
Mazda 3,2019.0,445,Hà Nội,Ban xe oto cu Mazda 3 2019 1.5L Luxury gia 445 Triệu - Hà Nội,60000.0
Toyota Land Cruiser,2026.0,4580,TP HCM,Ban xe oto Toyota Land Cruiser 2026 3.5 V6 gia 4 Tỷ 580 Triệu - TP HCM,
VinFast VF3,2026.0,269,Hà Nội,Ban xe oto VinFast VF3 2026 Plus gia 269 Triệu - Hà Nội,
Mitsubishi Pajero Sport,2017.0,395,Hà Nội,Ban xe oto cu Mitsubishi Pajero Sport 2017 D 4x2 MT gia 395 Triệu - Hà Nội,90000.0
Hyundai Kona,2021.0,495,Hà Nội,Ban xe oto cu Hyundai Kona 2021 Tiêu Chuẩn 2.0 AT gia 495 Triệu - Hà Nội,28000.0
Hyundai Accent,2023.0,425,Hải Phòng,Ban xe oto cu Hyundai Accent 2023 1.4 AT gia 425 Triệu - Hải Phòng,50000.0
VinFast Fadil,2021.0,325,Hà Nội,Ban xe oto cu VinFast Fadil 2021 1.4 AT Plus gia 325 Triệu - Hà Nội,57000.0
VinFast VF8,2023.0,670,Hà Nội,Ban xe oto cu VinFast VF8 2023 Eco AWD gia 670 Triệu - Hà Nội,42000.0
Lexus RX,2018.0,2550,Hà Nội,Ban xe oto cu Lexus RX 2018 350L gia 2 Tỷ 550 Triệu - Hà Nội,150000.0
Ford Everest,2026.0,1259,Hà Nội,Ban xe oto Ford Everest 2026 Titanium 2.0L 4x2 AT gia 1 Tỷ 259 Triệu - Hà Nội,
VinFast VF9,2023.0,968,Hà Nội,Ban xe oto cu VinFast VF9 2023 Eco gia 968 Triệu - Hà Nội,
Toyota Camry,2016.0,565,Đà Nẵng,Ban xe oto cu Toyota Camry 2016 2.5Q gia 565 Triệu - Đà Nẵng,60000.0
Toyota Innova,2026.0,950,Hà Nội,Ban xe oto Toyota Innova 2026 Cross HEV 2.0 CVT gia 950 Triệu - Hà Nội,
Hyundai Tucson,2018.0,545,Hà Nội,Ban xe oto cu Hyundai Tucson 2018 2.0 AT gia 545 Triệu - Hà Nội,90000.0
BMW X6,2010.0,690,Hà Nội,Ban xe oto cu BMW X6 2010 xDrive50i gia 690 Triệu - Hà Nội,130000.0
Mercedes Benz S class,2008.0,388,TP HCM,Ban xe oto cu Mercedes Benz S class 2008 S500 gia 388 Triệu - TP HCM,130000.0
Kia Soluto,2019.0,305,Vĩnh Phúc,Ban xe oto cu Kia Soluto 2019 1.4 AT Deluxe gia 305 Triệu - Vĩnh Phúc,80000.0
Mitsubishi Triton,2021.0,620,TP HCM,Ban xe oto cu Mitsubishi Triton 2021 4x4 AT Mivec Premium gia 620 Triệu - TP HCM,70000.0
Toyota Innova,2024.0,785,Bắc Ninh,Ban xe oto cu Toyota Innova 2024 Cross 2.0 CVT gia 785 Triệu - Bắc Ninh,86000.0
Toyota Camry,2013.0,425,Hà Nội,Ban xe oto cu Toyota Camry 2013 2.0E gia 425 Triệu - Hà Nội,110000.0
Mercedes Benz GLS,2022.0,6949,Hà Nội,Ban xe oto cu Mercedes Benz GLS 2022 600 4Matic Maybach gia 6 Tỷ 949 Triệu - Hà Nội,30000.0
Toyota Vios,2025.0,519,Hà Nội,Ban xe oto cu Toyota Vios 2025 G 1.5 CVT gia 519 Triệu - Hà Nội,4700.0
Mercedes Benz GLC,2019.0,1519,TP HCM,Ban xe oto cu Mercedes Benz GLC 2019 300 Coupe 4Matic gia 1 Tỷ 519 Triệu - TP HCM,53000.0
Hyundai Elantra,2016.0,355,Bắc Ninh,Ban xe oto cu Hyundai Elantra 2016 2.0 AT gia 355 Triệu - Bắc Ninh,120000.0
VinFast Limo Green,2026.0,634,Hà Nội,Ban xe oto VinFast Limo Green 2026 AT gia 634 Triệu - Hà Nội,
Hyundai Tucson,2023.0,699,Thái Bình,Ban xe oto cu Hyundai Tucson 2023 2.0 AT Tiêu chuẩn gia 699 Triệu - Thái Bình,30000.0
Mitsubishi Pajero Sport,2021.0,800,TP HCM,Ban xe oto cu Mitsubishi Pajero Sport 2021 2.4D 4x2 AT gia 800 Triệu - TP HCM,80500.0
Mazda 2,2019.0,350,Hà Nội,Ban xe oto cu Mazda 2 2019 Deluxe gia 350 Triệu - Hà Nội,
Peugeot 5008,2022.0,879,Hà Nội,Ban xe oto cu Peugeot 5008 2022 GT 1.6 AT gia 879 Triệu - Hà Nội,50000.0
Toyota Raize,2023.0,485,Hà Nội,Ban xe oto cu Toyota Raize 2023 G 1.0 CVT gia 485 Triệu - Hà Nội,56000.0
Mazda CX5,2023.0,795,Hà Nội,Ban xe oto cu Mazda CX5 2023 Premium 2.0 AT gia 795 Triệu - Hà Nội,19000.0
Mercedes Benz C class,2018.0,685,Hà Nội,Ban xe oto cu Mercedes Benz C class 2018 C200 gia 685 Triệu - Hà Nội,85000.0
Honda City,2013.0,285,Hà Nội,Ban xe oto cu Honda City 2013 1.5 AT gia 285 Triệu - Hà Nội,110000.0
Hyundai Elantra,2018.0,385,Hà Nội,Ban xe oto cu Hyundai Elantra 2018 1.6 AT gia 385 Triệu - Hà Nội,100000.0
Toyota Vios,2021.0,420,Bắc Giang,Ban xe oto cu Toyota Vios 2021 G 1.5 CVT gia 420 Triệu - Bắc Giang,0.0
Volkswagen Golf,2025.0,799,TP HCM,Ban xe oto cu Volkswagen Golf 2025 1.5 eTSI Style gia 799 Triệu - TP HCM,1000.0
Toyota Fortuner,2018.0,750,Nghệ An,Ban xe oto cu Toyota Fortuner 2018 2.4G 4x2 AT gia 750 Triệu - Nghệ An,
Kia Morning,2016.0,250,Hải Phòng,Ban xe oto cu Kia Morning 2016 Si AT gia 250 Triệu - Hải Phòng,48219.0
Mazda 3,2023.0,575,TP HCM,Ban xe oto cu Mazda 3 2023 1.5L Luxury gia 575 Triệu - TP HCM,16289.0
Mitsubishi Xpander,2024.0,555,Hà Nội,Ban xe oto cu Mitsubishi Xpander 2024 Premium 1.5 AT gia 555 Triệu - Hà Nội,55640.0
Mitsubishi Xpander,2022.0,470,Gia Lai,Ban xe oto cu Mitsubishi Xpander 2022 1.5 AT gia 470 Triệu - Gia Lai,60000.0
Hyundai Elantra,2020.0,455,Hưng Yên,Ban xe oto cu Hyundai Elantra 2020 2.0 AT gia 455 Triệu - Hưng Yên,48695.0
Volkswagen Tiguan,2018.0,720,Đà Nẵng,Ban xe oto cu Volkswagen Tiguan 2018 Allspace gia 720 Triệu - Đà Nẵng,72000.0
Hyundai Tucson,2021.0,685,Hà Nội,Ban xe oto cu Hyundai Tucson 2021 2.0 AT Đặc biệt gia 685 Triệu - Hà Nội,2400.0
VinFast VF8,2023.0,700,Hà Nội,Ban xe oto cu VinFast VF8 2023 Plus AWD gia 700 Triệu - Hà Nội,54000.0
Hyundai SantaFe,2020.0,799,Bình Dương,Ban xe oto cu Hyundai SantaFe 2020 2.2L HTRAC gia 799 Triệu - Bình Dương,34000.0
Hyundai Tucson,2021.0,720,Hà Nội,Ban xe oto cu Hyundai Tucson 2021 1.6 AT Turbo Đặc biệt gia 720 Triệu - Hà Nội,69000.0
Lexus RX,2012.0,990,Hà Nội,Ban xe oto cu Lexus RX 2012 350 AWD gia 990 Triệu - Hà Nội,120000.0
Toyota Land Cruiser,2025.0,5699,Hà Nội,Ban xe oto cu Toyota Land Cruiser 2025 3.5 V6 gia 5 Tỷ 699 Triệu - Hà Nội,14000.0
Kia Sorento,2022.0,900,Hà Nội,Ban xe oto cu Kia Sorento 2022 Premium 2.2 AT AWD gia 900 Triệu - Hà Nội,56000.0
Honda CRV,2015.0,480,Hà Nội,Ban xe oto cu Honda CRV 2015 2.4 AT gia 480 Triệu - Hà Nội,110000.0
Lexus NX,2018.0,1460,Hà Nội,Ban xe oto cu Lexus NX 2018 300 gia 1 Tỷ 460 Triệu - Hà Nội,80000.0
Mercedes Benz E class,2013.0,460,Hà Nội,Ban xe oto cu Mercedes Benz E class 2013 E250 gia 460 Triệu - Hà Nội,180000.0
Honda CRV,2017.0,575,Hà Nội,Ban xe oto cu Honda CRV 2017 2.4 AT - TG gia 575 Triệu - Hà Nội,75120.0
Toyota Camry,2014.0,444,Hà Nội,Ban xe oto cu Toyota Camry 2014 2.0E gia 444 Triệu - Hà Nội,160000.0
Mercedes Benz C class,2022.0,1520,Hà Nội,Ban xe oto cu Mercedes Benz C class 2022 C300 AMG gia 1 Tỷ 520 Triệu - Hà Nội,43000.0
VinFast Fadil,2019.0,297,TP HCM,Ban xe oto cu VinFast Fadil 2019 1.4 AT Plus gia 297 Triệu - TP HCM,31000.0
Mercedes Benz GLC,2017.0,830,Hà Nội,Ban xe oto cu Mercedes Benz GLC 2017 250 4Matic gia 830 Triệu - Hà Nội,120000.0
Porsche Macan,2022.0,3189,Hà Nội,Ban xe oto cu Porsche Macan 2022 2.0 gia 3 Tỷ 189 Triệu - Hà Nội,20000.0
Toyota Vios,2020.0,365,Hà Nội,Ban xe oto cu Toyota Vios 2020 1.5G gia 365 Triệu - Hà Nội,128756.0
Porsche Panamera,2011.0,1200,TP HCM,Ban xe oto cu Porsche Panamera 2011 3.6 V6 gia 1 Tỷ 200 Triệu - TP HCM,71061.0
Hyundai SantaFe,2021.0,765,Hà Nội,Ban xe oto cu Hyundai SantaFe 2021 2.4L gia 765 Triệu - Hà Nội,68000.0
VinFast President,2020.0,900,Hà Nội,Ban xe oto cu VinFast President 2020 6.2 V8 gia 900 Triệu - Hà Nội,70000.0
Kia Morning,2018.0,273,Hà Nội,Ban xe oto cu Kia Morning 2018 S AT gia 273 Triệu - Hà Nội,76000.0
Kia Sonet,2024.0,525,Hà Nội,Ban xe oto cu Kia Sonet 2024 Luxury 1.5 AT gia 525 Triệu - Hà Nội,20000.0
VinFast VF8,2023.0,685,Hà Nội,Ban xe oto cu VinFast VF8 2023 Plus AWD gia 685 Triệu - Hà Nội,42000.0
Kia Carnival,2024.0,1459,TP HCM,Ban xe oto cu Kia Carnival 2024 Signature 2.2D gia 1 Tỷ 459 Triệu - TP HCM,23900.0
Ford Everest,2026.0,1290,Hà Nội,Ban xe oto Ford Everest 2026 Platinum 2.0L 4x4 AT gia 1 Tỷ 290 Triệu - Hà Nội,
Volkswagen Viloran,2023.0,1920,Hà Nội,Ban xe oto cu Volkswagen Viloran 2023 Luxury gia 1 Tỷ 920 Triệu - Hà Nội,40000.0
Infiniti EX,2008.0,350,TP HCM,Ban xe oto cu Infiniti EX 2008 35 gia 350 Triệu - TP HCM,88000.0
Mazda CX3,2021.0,460,Hà Nội,Ban xe oto cu Mazda CX3 2021 Deluxe 1.5 AT gia 460 Triệu - Hà Nội,22000.0
Audi Q5,2018.0,1199,Hà Nội,Ban xe oto cu Audi Q5 2018 2.0 AT gia 1 Tỷ 199 Triệu - Hà Nội,65000.0
Hyundai Creta,2026.0,669,Hà Nội,Ban xe oto Hyundai Creta 2026 N Line 1.5 AT gia 669 Triệu - Hà Nội,
Hyundai Tucson,2012.0,329,TP HCM,Ban xe oto cu Hyundai Tucson 2012 2.0 AT 4WD gia 329 Triệu - TP HCM,55000.0
Ford Everest,2014.0,359,Hà Nội,Ban xe oto cu Ford Everest 2014 2.5L 4x2 MT gia 359 Triệu - Hà Nội,110000.0
Kia Sorento,2018.0,595,Bình Dương,Ban xe oto cu Kia Sorento 2018 DATH gia 595 Triệu - Bình Dương,90000.0
Hyundai SantaFe,2020.0,855,Hà Nội,Ban xe oto cu Hyundai SantaFe 2020 Premium 2.2L HTRAC gia 855 Triệu - Hà Nội,66000.0
Ford Tourneo,2020.0,790,TP HCM,Ban xe oto cu Ford Tourneo 2020 Limousine Titanium 2.0 AT gia 790 Triệu - TP HCM,70000.0
Audi Q3,2024.0,1569,Hà Nội,Ban xe oto cu Audi Q3 2024 35 TFSI gia 1 Tỷ 569 Triệu - Hà Nội,5000.0
Hyundai Tucson,2020.0,705,TP HCM,Ban xe oto cu Hyundai Tucson 2020 1.6 AT Turbo gia 705 Triệu - TP HCM,35000.0
Isuzu Khác,2017.0,980,Hà Nội,Ban xe oto cu Isuzu Khác 2017 gia 980 Triệu - Hà Nội,28000.0
Mazda CX3,2023.0,510,Hà Nội,Ban xe oto cu Mazda CX3 2023 Deluxe 1.5 AT gia 510 Triệu - Hà Nội,36000.0
VinFast VF3,2025.0,230,Hà Nội,Ban xe oto cu VinFast VF3 2025 Plus gia 230 Triệu - Hà Nội,13000.0
Lexus GX,2016.0,2399,Hà Nội,Ban xe oto cu Lexus GX 2016 460 gia 2 Tỷ 399 Triệu - Hà Nội,120000.0
Kia Sportage,2023.0,859,Hải Phòng,Ban xe oto cu Kia Sportage 2023 Signature 2.0G gia 859 Triệu - Hải Phòng,38000.0
Toyota Camry,2002.0,140,Khánh Hòa,Ban xe oto cu Toyota Camry 2002 2.4G gia 140 Triệu - Khánh Hòa,142368.0
Porsche Macan,2016.0,1379,Hà Nội,Ban xe oto cu Porsche Macan 2016 2.0 gia 1 Tỷ 379 Triệu - Hà Nội,82000.0
Kia K3,2014.0,278,Hưng Yên,Ban xe oto cu Kia K3 2014 1.6 MT gia 278 Triệu - Hưng Yên,
Audi Q8,2024.0,4200,TP HCM,Ban xe oto Audi Q8 2024 55 TFSI S-Line Quattro gia 4 Tỷ 200 Triệu - TP HCM,
Ford Everest,2011.0,175,Hà Nội,Ban xe oto cu Ford Everest 2011 2.6L 4x4 MT gia 175 Triệu - Hà Nội,120000.0
Hyundai Tucson,2021.0,699,Hà Nội,Ban xe oto cu Hyundai Tucson 2021 2.0 AT Đặc biệt gia 699 Triệu - Hà Nội,52000.0
Hyundai SantaFe,2009.0,318,Thái Nguyên,Ban xe oto cu Hyundai SantaFe 2009 SLX gia 318 Triệu - Thái Nguyên,
Ford Everest,2010.0,155,Hà Nội,Ban xe oto cu Ford Everest 2010 2.6L 4x4 MT gia 155 Triệu - Hà Nội,150000.0
Ford Ranger,2016.0,373,Hà Nội,Ban xe oto cu Ford Ranger 2016 XLS 2.2L 4x2 AT gia 373 Triệu - Hà Nội,200000.0
Mercedes Benz C class,2016.0,590,Hà Nội,Ban xe oto cu Mercedes Benz C class 2016 C250 Exclusive gia 590 Triệu - Hà Nội,
Mercedes Benz G class,2022.0,9378,TP HCM,Ban xe oto cu Mercedes Benz G class 2022 G63 AMG gia 9 Tỷ 378 Triệu - TP HCM,3800.0
Toyota Yaris Cross,2026.0,621,TP HCM,Ban xe oto Toyota Yaris Cross 2026 1.5 D-CVT gia 621 Triệu - TP HCM,
VinFast VF5,2026.0,447,Hà Nội,Ban xe oto VinFast VF5 2026 Plus gia 447 Triệu - Hà Nội,
VinFast VF8,2023.0,590,Hà Nội,Ban xe oto cu VinFast VF8 2023 Eco AWD gia 590 Triệu - Hà Nội,41000.0
Ford Territory,2023.0,755,Hà Nội,Ban xe oto cu Ford Territory 2023 Titanium X 1.5 AT gia 755 Triệu - Hà Nội,59000.0
Toyota Veloz,2025.0,610,Hà Nội,Ban xe oto cu Toyota Veloz 2025 Cross Top 1.5 CVT gia 610 Triệu - Hà Nội,16000.0
Mini Cooper,2025.0,2099,Hà Nội,Ban xe oto Mini Cooper 2025 S 3 Door gia 2 Tỷ 99 Triệu - Hà Nội,
Volkswagen Viloran,2024.0,1979,TP HCM,Ban xe oto cu Volkswagen Viloran 2024 Luxury gia 1 Tỷ 979 Triệu - TP HCM,28000.0
VinFast VF9,2025.0,1400,TP HCM,Ban xe oto VinFast VF9 2025 Plus 7S gia 1 Tỷ 400 Triệu - TP HCM,
Honda Civic,2012.0,285,Hà Nội,Ban xe oto cu Honda Civic 2012 2.0 AT gia 285 Triệu - Hà Nội,
Hyundai Veracruz,2007.0,225,Hà Nội,Ban xe oto cu Hyundai Veracruz 2007 3.8 V6 gia 225 Triệu - Hà Nội,163000.0
Suzuki Carry,2021.0,225,TP HCM,Ban xe oto cu Suzuki Carry 2021 Pro gia 225 Triệu - TP HCM,58000.0
Hyundai i10,2020.0,325,Hà Nội,Ban xe oto cu Hyundai i10 2020 Grand 1.2 AT gia 325 Triệu - Hà Nội,50000.0
Lexus LX,2024.0,8480,Hà Nội,Ban xe oto cu Lexus LX 2024 600 Urban gia 8 Tỷ 480 Triệu - Hà Nội,13000.0
MG 5,2023.0,425,Hà Nội,Ban xe oto cu MG 5 2023 Luxury 1.5 AT gia 425 Triệu - Hà Nội,40000.0
Ford Everest,2013.0,355,Hà Nội,Ban xe oto cu Ford Everest 2013 2.5L 4x2 MT gia 355 Triệu - Hà Nội,120000.0
Ford Ranger,2019.0,595,Hà Nội,Ban xe oto cu Ford Ranger 2019 Wildtrak 2.0L 4x4 AT gia 595 Triệu - Hà Nội,93000.0
Mercedes Benz E class,2025.0,2489,Hà Nội,Ban xe oto cu Mercedes Benz E class 2025 E200 Exclusive gia 2 Tỷ 489 Triệu - Hà Nội,1300.0
Kia Sonet,2024.0,490,Nam Định,Ban xe oto cu Kia Sonet 2024 Deluxe 1.5 AT gia 490 Triệu - Nam Định,20000.0
BMW X3,2024.0,1799,Hà Nội,Ban xe oto cu BMW X3 2024 sDrive20i M Sport gia 1 Tỷ 799 Triệu - Hà Nội,21000.0
Kia Sorento,2021.0,879,Hà Nội,Ban xe oto cu Kia Sorento 2021 Signature 2.2 AT AWD 7S gia 879 Triệu - Hà Nội,130000.0
Kia Carnival,2022.0,1140,TP HCM,Ban xe oto cu Kia Carnival 2022 Signature 2.2D gia 1 Tỷ 140 Triệu - TP HCM,38000.0
BMW 5 Series,2022.0,2114,Hà Nội,Ban xe oto BMW 5 Series 2022 530i M Sport gia 2 Tỷ 114 Triệu - Hà Nội,
Toyota Corolla Cross,2026.0,810,Hà Nội,Ban xe oto Toyota Corolla Cross 2026 1.8V gia 810 Triệu - Hà Nội,
Toyota Prado,2018.0,1820,Bắc Giang,Ban xe oto cu Toyota Prado 2018 VX 2.7L gia 1 Tỷ 820 Triệu - Bắc Giang,130000.0
Mercedes Benz C class,2015.0,565,Hà Nội,Ban xe oto cu Mercedes Benz C class 2015 C300 AMG gia 565 Triệu - Hà Nội,120000.0
Maserati Quattroporte,2019.0,5111,TP HCM,Ban xe oto cu Maserati Quattroporte 2019 GTS GranLusso 3.8 V8 gia 5 Tỷ 111 Triệu - TP HCM,9000.0
Geely EX5,2026.0,859,TP HCM,Ban xe oto Geely EX5 2026 EM-i Max gia 859 Triệu - TP HCM,
Ford Ranger,2025.0,979,TP HCM,Ban xe oto Ford Ranger 2025 Wildtrak 2.0L 4x4 AT gia 979 Triệu - TP HCM,
Audi A6,2015.0,545,Bình Dương,Ban xe oto cu Audi A6 2015 1.8 TFSI gia 545 Triệu - Bình Dương,140000.0
Porsche Panamera,2018.0,3250,Hà Nội,Ban xe oto cu Porsche Panamera 2018 3.0 V6 gia 3 Tỷ 250 Triệu - Hà Nội,80000.0
Peugeot 3008,2018.0,520,Hà Nội,Ban xe oto cu Peugeot 3008 2018 1.6 AT gia 520 Triệu - Hà Nội,100000.0
Mercedes Benz S class,2020.0,4499,TP HCM,Ban xe oto cu Mercedes Benz S class 2020 S450 4Matic Maybach gia 4 Tỷ 499 Triệu - TP HCM,41234.0
Maserati MC20,2021.0,12495,Hà Nội,Ban xe oto cu Maserati MC20 2021 3.0 V6 AT gia 12 Tỷ 495 Triệu - Hà Nội,
Kia Sedona,2019.0,739,Hà Nội,Ban xe oto cu Kia Sedona 2019 2.2 DAT Luxury gia 739 Triệu - Hà Nội,75000.0
Ford Everest,2021.0,825,TP HCM,Ban xe oto cu Ford Everest 2021 Sport 2.0L 4x2 AT gia 825 Triệu - TP HCM,47000.0
